MATRICULA,ANO_INGRESSO,ANO_EVASAO,PERIODO_INGRESSO,SEXO,FAIXA_ETARIA,IDADE,ETNIA,ESTADO_CIVIL,TEMPO_CURSO,PERIODO_ATUAL,POSICAO_SEM,COD_COTA,MEDIA_REFEICOES_SEM_RU,MEDIA_RETIRADAS_SEM_BIBLIOTECA,BOLSISTA,MORADIA_CEU,MONITORIA,FORMACAO_ENSINO_MEDIO,INICIOU_CURSO_SUPERIOR,COMO_MANTER_DURANTE_CURSO,MOTIVO_OPTOU_CURSO,PLANO_ENSINO,ORIENTACAO_LABORATORIOS,ATUACAO_COORDENADOR,PRATICA_ESTAGIO,CORPO_DOCENTE,APROVADAS,REPROVADAS,REP_FREQ,DISP_NOTA,TRANC_TOT,TRANC_PARC,MATRICULADAS,TOTAL,MEDIA,DESEMP_ACAD,MEDIA_DISC_MATRICULA,ATEND_PSICOSOCIAL,BOLSA_BSE,BOLSA_BSE_ATIVA_SEM,BOLSA_BSE_SITUACAO,BOLSA_BSE_TEMPO_TOTAL_DIAS,BOLSA_BSE_TEMPO_CORRENTE_DIAS,BOLSA_BSE_DT_INICIO,BOLSA_BSE_DT_TERMINO,NOTA_LING,NOTA_HUMA,NOTA_NATU,NOTA_MATE,NOTA_REDA,MEDIDA_BAIRRO,DIASACESSOONLINE,TOTAL_SESSOES,TEMPO_TOTAL_SEG,TOTAL_HIGHLIGHTS,TOTAL_BOOKMARKS,PREVISAO_ANTERIOR,DIFICULDADE_ESTUDANTE,CRA,MEDIA_APROVADAS,MEDIA_REPROVADAS,MEDIA_REP_FREQ,MEDIA_DISP_NOTA,MEDIA_MATRICULADAS,TOTAL_PROJETOS,CEP_ENDERECO,PRIMEIRA_GERACAO_SUPERIOR,ANO_INGRESSO_INSTITUICAO,IDADE_INGRESSO_CURSO,INGRESSO_MESMO_CURSO,MATRICULAS_OUTRO_CURSO,TIPO_CHAMADA_INGRESSO,FORMA_EVASAO,CLASSE
'202210755',2022,,'1. Semestre','M',1,22,'BRANCA','Não informado',1,4,1,'S',282.0,0.0, 'T', 'F', 'F','Pública',?,?,?,?,?,?,?,?,16,0,0,0,0,0,7,23,8.02,1,11.5, 'Nao', 'T', 'T', 'A',1225,153,'24/03/2023','31/07/2026',509.10,580.90,557.80,688.10,860.00,1,?,?,?,?,?,5          ,0.5357998302700194,7.98,0.695,0.0,0.0,0.0,0.304,0,97105340,'S',2022,21,0,0,'Listão','Aluno Regular','Regular'
'202211045',2022,,'1. Semestre','M',1,20,'BRANCA','Não informado',1,3,0,'S',130.0,2.0, 'F', 'F', 'F','Pública',?,?,?,?,?,?,?,?,6,1,0,4,0,0,5,16,7.25,1,8.0, 'Nao', 'F', 'F',?,0,0,?,?,565.30,589.20,584.90,638.40,840.00,4,?,?,?,?,?,5          ,0.1655285833142074,7.09,0.375,0.062,0.0,0.25,0.312,1,96950000,'N',2022,18,0,0,'Listão','Aluno Regular','Regular'
'202111282',2021,,'1. Semestre','M',1,21,'BRANCA','Não informado',2,6,1,'S',57.0,0.0, 'F', 'F', 'F','Pública',?,?,?,?,?,?,?,?,17,5,2,0,0,0,6,30,5.87,0,7.5, 'Nao', 'F', 'F',?,0,0,?,?,572.30,614.60,530.20,624.60,780.00,4,?,?,?,?,?,7          ,0.1203522199989477,5.81,0.566,0.166,0.066,0.0,0.2,0,96900000,'N',2021,18,0,0,'Listão','Aluno Regular','Regular'
'202212525',2022,,'1. Semestre','M',1,20,'BRANCA','Não informado',1,4,1,'S',198.0,0.0, 'T', 'F', 'F','Pública',?,?,?,?,?,?,?,?,15,0,0,0,0,0,6,21,8.39,1,10.5, 'Nao', 'T', 'T', 'A',1565,493,'18/04/2022','31/07/2026',448.30,596.90,597.60,533.90,860.00,1,?,?,?,?,?,5          ,0.5418428425207893,8.35,0.714,0.0,0.0,0.0,0.285,0,97105490,'S',2022,19,0,0,'Chamada','Aluno Regular','Regular'
'202211727',2022,,'1. Semestre','M',1,20,'OUTRA','Não informado',1,2,-1,'N',50.0,0.0, 'F', 'F', 'F','Pública',?,?,?,?,?,?,?,?,5,0,0,5,0,0,6,16,8.51,1,8.0, 'Nao', 'F', 'F',?,0,0,?,?,491.30,590.10,551.30,677.00,780.00,4,?,?,?,?,?,6          ,0.2697300203889884,8.43,0.312,0.0,0.0,0.312,0.375,1,96540000,'S',2022,18,0,0,'Chamada','Aluno Regular','Regular'
'202311060',2023,,'1. Semestre','M',1,19,'BRANCA','Não informado',0,2,1,'S',78.0,0.0, 'T', 'F', 'F','Pública',?,?,?,?,?,?,?,?,5,0,0,0,0,0,5,10,9.3,1,1.0, 'Nao', 'T', 'T', 'A',1593,156,'21/03/2023','31/07/2027',649.70,618.50,507.90,666.30,760.00,2,?,?,?,?,?,?,0.2247750169908236,8.99,0.5,0.0,0.0,0.0,0.5,1,97015530,'S',2023,19,0,0,'Listão','Aluno Regular','Regular'
'202013029',2020,,'1. Semestre','M',2,26,'BRANCA','Não informado',3,6,-1,'S',0.0,0.0, 'F', 'F', 'F','Pública',?,?,?,?,?,?,?,?,21,2,0,0,0,0,5,28,7.68,1,4.66, 'Nao', 'F', 'F',?,0,0,?,?,442.20,438.20,450.40,405.60,540.00,3,1          ,7          ,384        ,0          ,0          ,7          ,0.425944042817435,7.69,0.75,0.071,0.0,0.0,0.178,0,97032240,'N',2020,22,0,0,'Chamada','Aluno Regular','Regular'
'202111378',2021,,'1. Semestre','M',2,30,'BRANCA','Não informado',2,4,-1,'N',0.0,0.0, 'F', 'F', 'F','Pública',?,?,?,?,?,?,?,?,0,10,2,0,1,0,2,15,0.19,-1,3.75, 'Nao', 'F', 'F',?,0,0,?,?,603.80,607.70,576.00,724.80,580.00,2,?,?,?,?,?,9          ,-0.605630769474086,0.17,0.0,0.666,0.133,0.0,0.133,0,97015440,'N',2014,28,0,2,'Listão','Aluno Regular','Regular'
'202312118',2023,,'1. Semestre','M',1,21,'BRANCA','Não informado',0,2,1,'N',0.0,0.0, 'F', 'F', 'F','Privada',?,?,?,?,?,?,?,?,2,3,0,0,0,0,3,8,4.29,-1,1.0, 'Nao', 'F', 'F',?,0,0,?,?,531.60,615.60,572.00,639.80,900.00,2,?,?,?,?,?,?,-0.1865988876486946,4.18,0.25,0.375,0.0,0.0,0.375,1,97015320,'N',2023,21,0,0,'Chamada','Aluno Regular','Regular'
'202211715',2022,,'1. Semestre','M',1,22,'BRANCA','Não informado',1,4,1,'N',0.0,0.0, 'F', 'F', 'F','Privada',?,?,?,?,?,?,?,?,15,1,0,0,0,1,6,23,7.74,1,11.5, 'Nao', 'F', 'F',?,0,0,?,?,574.10,582.30,593.70,693.80,620.00,2,?,?,?,?,?,6          ,0.4602870095869678,7.64,0.652,0.043,0.0,0.0,0.26,0,97015121,'N',2022,20,0,0,'Chamada','Aluno Regular','Regular'
'2019510421',2019,,'1. Semestre','M',2,25,'BRANCA','Solteiro(a)',4,6,-3,'N',2.0,0.0, 'T', 'F', 'F','Privada',?,?,?,?,?,?,?,?,15,4,2,7,0,0,3,31,6.35,0,3.87, 'Nao', 'F', 'F',?,0,0,?,?,?,?,?,?,?,3,?,?,?,?,?,1          ,0.1895866078949424,6.56,0.483,0.129,0.064,0.225,0.096,1,97045440,'N',2015,21,0,1,'Listão','Aluno Regular','Regular'
'202111406',2021,,'1. Semestre','M',1,20,'BRANCA','Não informado',2,6,1,'N',151.0,0.0, 'T', 'F', 'F','Pública',?,?,?,?,?,?,?,?,25,1,0,0,0,0,7,33,8.14,1,8.25, 'Nao', 'F', 'F',?,0,0,?,?,582.30,631.20,608.60,686.70,620.00,1,?,?,?,?,?,4          ,0.4552335550792244,8.09,0.757,0.03,0.0,0.0,0.212,1,97105300,'N',2021,18,0,0,'Listão','Aluno Regular','Regular'
'201910904',2019,,'1. Semestre','F',1,23,'BRANCA','Não informado',4,6,-3,'S',15.0,0.0, 'F', 'F', 'F','Pública',?,?,?,?,?,?,?,?,19,9,1,0,0,0,6,35,5.15,0,4.37, 'Nao', 'F', 'F',?,0,0,?,?,582.30,656.90,541.60,505.40,720.00,2,1          ,5          ,221        ,0          ,0          ,9          ,0.1166803890064789,5.08,0.542,0.257,0.028,0.0,0.171,0,97340000,'S',2019,18,0,0,'Listão','Aluno Regular','Regular'
'202211203',2022,,'1. Semestre','M',1,22,'BRANCA','Não informado',1,4,1,'N',1.0,0.0, 'F', 'F', 'F','Privada',?,?,?,?,?,?,?,?,16,0,0,1,0,0,9,26,8.45,1,13.0, 'Nao', 'F', 'F',?,0,0,?,?,659.00,641.10,658.40,795.80,700.00,3,2          ,8          ,399        ,2          ,0          ,6          ,0.6409029988158615,8.39,0.615,0.0,0.0,0.038,0.346,0,97030660,'N',2020,20,0,1,'Listão','Aluno Regular','Regular'
'201521838',2015,,'2. Semestre','M',2,29,'BRANCA','Solteiro(a)',8,6,-10,'N',0.0,0.0, 'F', 'F', 'F','Privada',?,?,?,'Boa','Regulares','Regular','Não sei responder/Não se aplica',?,8,22,19,0,0,0,6,55,2.28,-1,3.43, 'Nao', 'F', 'F',?,0,0,?,?,?,?,?,?,?,3,?,?,?,?,?,9          ,-0.340671091235883,2.49,0.145,0.4,0.345,0.0,0.109,0,97030320,'S',2015,21,0,0,'Chamada','Aluno Regular','Regular'
'201811411',2018,,'1. Semestre','M',2,24,'OUTRA','Não informado',5,6,-5,'S',24.0,1.0, 'T', 'F', 'F','Pública',?,?,?,?,?,?,?,?,23,27,0,1,0,0,5,56,3.86,-1,5.6, 'Nao', 'T', 'T', 'A',2095,1966,'06/04/2018','31/12/2023',573.50,593.30,485.90,584.80,640.00,4,5          ,3          ,348        ,1          ,0          ,6          ,-0.1826459117097553,4.22,0.41,0.482,0.0,0.017,0.089,1,93220010,'S',2018,19,0,0,'Listão','Aluno Regular','Regular'
